-1801.0,2098.0
-1822.0,2039.0
-1695.0,1859.0
-1703.0,1831.0
-1761.0,1819.0
-1812.0,1834.0
-1808.0,1794.0
-1810.0,1726.0
-1816.0,1697.0
-1826.0,1639.0
-1819.0,1601.0
-1811.0,1561.0
-1830.0,1515.0
-1821.0,1477.0
-1838.0,1431.0
-1840.0,1403.0
-1842.0,1347.0
-1843.0,1320.0
-1831.0,1284.0
-1843.0,1238.0
-1842.0,1211.0
-1853.0,1166.0
-1851.0,1139.0
-1860.0,1094.0
-1857.0,1067.0
-1855.0,1041.0
-1861.0,996.0
-1858.0,971.0
-1862.0,926.0
-1857.0,901.0
-1875.0,863.0
-1870.0,838.0
-1863.0,813.0
-1879.0,776.0
-1873.0,752.0
-1873.0,708.0
-1880.0,689.0
-6035.0,-2260.0
-8613.0,-15678.0
12507.0,-59376.0
48188.0,-36876.0
60837.0,3460.0
43881.0,42279.0
6298.0,60351.0
-34709.0,50084.0
-59216.0,15422.0
-54500.0,-26678.0
-24244.0,-56462.0
-1919.0,-287.0
-1916.0,-306.0
-1909.0,-344.0
-1920.0,-366.0
-1932.0,-389.0
-1924.0,-427.0
-1920.0,-446.0
-1930.0,-469.0
-1920.0,-508.0
-1930.0,-531.0
-1935.0,-574.0
-1929.0,-593.0
-1937.0,-617.0
-1939.0,-661.0
-1933.0,-680.0
-1933.0,-724.0
-1940.0,-749.0
-1940.0,-794.0
-1932.0,-813.0
-1929.0,-858.0
-1935.0,-884.0
-1930.0,-929.0
-1935.0,-955.0
-1929.0,-1000.0
-1933.0,-1027.0
-1950.0,-1061.0
-1953.0,-1088.0
-1944.0,-1135.0
-1946.0,-1162.0
-1961.0,-1198.0
-1950.0,-1246.0
-1950.0,-1273.0
-1963.0,-1310.0
-1963.0,-1338.0
-1961.0,-1395.0
-1972.0,-1433.0
-1983.0,-1471.0
-1978.0,-1530.0
-1987.0,-1569.0
-1983.0,-1598.0
-1987.0,-1668.0
-1993.0,-1708.0
-1994.0,-1779.0
-1987.0,-1809.0
-2003.0,-1860.0
-2000.0,-1933.0
-2002.0,-1974.0
-2016.0,-2028.0
-2007.0,-2102.0
-2017.0,-2155.0
-2005.0,-2230.0
-2024.0,-2296.0
-2032.0,-2352.0
-2038.0,-2408.0
-2029.0,-2497.0
-2042.0,-2565.0
-2055.0,-2635.0
-2039.0,-2725.0
-2058.0,-2809.0
-2075.0,-2892.0
-2061.0,-2998.0
-2075.0,-3083.0
-2072.0,-3215.0
-2089.0,-3315.0
-2097.0,-3402.0
-2076.0,-3523.0
-2103.0,-3652.0
-2089.0,-3803.0
-2103.0,-3920.0
-2121.0,-4050.0
-664.0,-1332.0
-637.0,-1310.0
-598.0,-1295.0
-585.0,-1301.0
-565.0,-1292.0
-539.0,-1303.0
-532.0,-1323.0
-506.0,-1333.0
-497.0,-1352.0
-494.0,-1387.0
-466.0,-1396.0
-462.0,-1431.0
-442.0,-1470.0
-1739.0,-5992.0
-1687.0,-6039.0
-1577.0,-6117.0
-1524.0,-6162.0
-1414.0,-6252.0
-1368.0,-6342.0
-1304.0,-6356.0
-646.0,-3501.0
-1108.0,-6361.0
-978.0,-6367.0
-914.0,-6377.0
-850.0,-6386.0
-721.0,-6385.0
-657.0,-6392.0
-529.0,-6404.0
-464.0,-6393.0
-400.0,-6398.0
-272.0,-6404.0
-208.0,-6423.0
-144.0,-6424.0
-15.0,-6442.0
49.0,-6442.0
178.0,-6440.0
243.0,-6452.0
307.0,-6450.0
190.0,-2806.0
502.0,-6454.0
569.0,-6479.0
700.0,-6481.0
767.0,-6490.0
896.0,-6473.0
966.0,-6495.0
1031.0,-6485.0
1163.0,-6478.0
1233.0,-6497.0
1304.0,-6515.0
1438.0,-6503.0
1506.0,-6503.0
435.0,-1794.0
1720.0,-6530.0
1794.0,-6543.0
1924.0,-6505.0
1989.0,-6486.0
2073.0,-6526.0
2228.0,-6556.0
2304.0,-6563.0
2364.0,-6326.0
2337.0,-6069.0
2369.0,-5973.0
1897.0,-4517.0
1912.0,-4427.0
1941.0,-4260.0
1938.0,-4141.0
1925.0,-4010.0
1949.0,-3859.0
1951.0,-3770.0
1974.0,-3634.0
1973.0,-3546.0
1962.0,-3446.0
1982.0,-3325.0
1975.0,-3238.0
1966.0,-3153.0
1986.0,-3048.0
1991.0,-2989.0
2032.0,-2923.0
2080.0,-2928.0
2156.0,-2910.0
2213.0,-2926.0
2262.0,-2928.0
357.0,-443.0
361.0,-440.0
370.0,-432.0
385.0,-441.0
2513.0,-2821.0
2537.0,-2736.0
2532.0,-2676.0
2548.0,-2640.0
2114.0,-2105.0
2124.0,-2073.0
2154.0,-2019.0
2174.0,-1997.0
2205.0,-1986.0
2280.0,-1973.0
2549.0,-2161.0
2580.0,-2100.0
363.0,-289.0
366.0,-286.0
2076.0,-1556.0
2066.0,-1517.0
2083.0,-1466.0
2085.0,-1436.0
2074.0,-1398.0
2088.0,-1348.0
2088.0,-1318.0
2101.0,-1268.0
2087.0,-1232.0
2099.0,-1211.0
2095.0,-1153.0
2093.0,-1125.0
2090.0,-1096.0
2098.0,-1048.0
2108.0,-1027.0
2114.0,-978.0
2110.0,-950.0
2105.0,-923.0
2108.0,-874.0
2103.0,-848.0
2104.0,-800.0
2112.0,-779.0
2113.0,-731.0
2120.0,-710.0
2112.0,-684.0
2125.0,-642.0
2117.0,-616.0
2129.0,-574.0
2119.0,-548.0
2125.0,-527.0
2135.0,-485.0
2124.0,-460.0
2128.0,-438.0
2137.0,-396.0
2140.0,-374.0
2133.0,-329.0
