2136.0,-308.0
2139.0,-287.0
2142.0,-265.0
2147.0,-222.0
2133.0,-199.0
2135.0,-178.0
2138.0,-135.0
2139.0,-114.0
2140.0,-92.0
2141.0,-50.0
2672.0,-35.0
2259.0,-1427.0
1156.0,-2409.0
-300.0,-2655.0
-1664.0,-2090.0
-2526.0,-917.0
-2627.0,564.0
-1926.0,1874.0
-667.0,2620.0
827.0,2574.0
2067.0,1741.0
2688.0,406.0
2684.0,433.0
2695.0,463.0
2685.0,516.0
2695.0,546.0
2704.0,576.0
2692.0,630.0
2701.0,661.0
2703.0,719.0
2710.0,750.0
2702.0,777.0
2702.0,836.0
2707.0,867.0
2705.0,926.0
2709.0,958.0
1046.0,382.0
1058.0,398.0
1021.0,408.0
1016.0,418.0
1012.0,428.0
1003.0,448.0
999.0,458.0
2741.0,1291.0
2743.0,1325.0
2743.0,1394.0
2743.0,1428.0
2756.0,1470.0
2754.0,1540.0
2751.0,1575.0
2652.0,1590.0
2650.0,1625.0
2792.0,1750.0
2795.0,1831.0
2789.0,1868.0
2790.0,1950.0
2796.0,1996.0
2814.0,2051.0
2784.0,2116.0
2000.0,1552.0
2021.0,1601.0
1964.0,1621.0
1960.0,1651.0
2828.0,2481.0
2815.0,2519.0
2825.0,2579.0
2828.0,2688.0
2857.0,2771.0
2856.0,2883.0
2849.0,2933.0
2884.0,3030.0
2876.0,3144.0
2885.0,3219.0
1418.0,1647.0
1392.0,1649.0
1355.0,1639.0
1322.0,1666.0
1286.0,1655.0
1243.0,1667.0
1217.0,1667.0
1175.0,1679.0
1141.0,1665.0
1115.0,1663.0
1082.0,1685.0
1073.0,1709.0
1072.0,1746.0
105.0,179.0
2407.0,4196.0
2367.0,4325.0
2449.0,4582.0
2460.0,4717.0
2455.0,4946.0
2399.0,4957.0
43.0,93.0
2822.0,6306.0
2665.0,6290.0
7.0,18.0
13.0,32.0
21.0,56.0
319.0,871.0
301.0,877.0
292.0,880.0
293.0,912.0
2972.0,9932.0
19.0,66.0
2723.0,9809.0
2542.0,9922.0
2461.0,10022.0
421.0,1877.0
2124.0,9924.0
2021.0,9929.0
318.0,1739.0
3.0,19.0
425.0,2622.0
257.0,1813.0
235.0,1785.0
213.0,1755.0
178.0,1759.0
160.0,1761.0
141.0,1747.0
105.0,1719.0
87.0,1720.0
54.0,1752.0
37.0,1768.0
19.0,1768.0
-16.0,1768.0
-34.0,1768.0
-71.0,1814.0
-88.0,1782.0
-107.0,1797.0
-139.0,1748.0
-155.0,1730.0
-172.0,1728.0
-208.0,1741.0
-226.0,1738.0
-261.0,1734.0
-280.0,1746.0
-298.0,1743.0
-333.0,1736.0
-353.0,1749.0
-371.0,1745.0
-409.0,1753.0
-426.0,1749.0
-465.0,1754.0
-487.0,1765.0
-1625.0,5668.0
-40.0,129.0
-1676.0,5246.0
-0.0,0.0
-34.0,96.0
-1682.0,4618.0
-1717.0,4438.0
-1692.0,4247.0
-1682.0,4101.0
-1751.0,4038.0
-1734.0,3892.0
-1746.0,3715.0
-1728.0,3585.0
-1744.0,3526.0
-1735.0,3338.0
-1724.0,3239.0
-1014.0,1816.0
-1024.0,1792.0
-1050.0,1795.0
-1086.0,1774.0
-1120.0,1789.0
-1146.0,1792.0
-1788.0,2675.0
-1779.0,2605.0
-1795.0,2518.0
-1793.0,2463.0
-1803.0,2376.0
-1808.0,2333.0
-1796.0,2225.0
-1808.0,2194.0
-1831.0,2134.0
-1812.0,2069.0
-1832.0,2009.0
-1714.0,1842.0
-1732.0,1825.0
-1779.0,1801.0
-1819.0,1805.0
-1833.0,1747.0
-1827.0,1708.0
-1821.0,1668.0
-1842.0,1621.0
-1823.0,1572.0
-1842.0,1525.0
-1845.0,1497.0
-1836.0,1459.0
